                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     81,                0.84646,                0.69792,                 1.0295,                0.84446,                0.84295,                0.89404,                0.73594,                0.68293,                 0.4923,                0.91535,              2.593e-05,              2.593e-05,              2.593e-05
                     82,                0.83576,                0.68327,                 1.0327,                0.91398,                0.78857,                0.89388,                0.73801,                0.68107,                 0.4916,                0.91431,             2.4752e-05,             2.4752e-05,             2.4752e-05
                     83,                0.82101,                0.67517,                 1.0252,                0.91564,                0.78547,                0.89315,                 0.7389,                0.67819,                0.49113,                0.91347,             2.3574e-05,             2.3574e-05,             2.3574e-05
                     84,                0.81053,                0.69652,                  1.035,                0.92022,                0.78822,                0.89459,                0.74038,                0.67534,                0.48961,                 0.9124,             2.2396e-05,             2.2396e-05,             2.2396e-05
                     85,                 0.8363,                0.70638,                 1.0274,                0.92148,                0.78738,                0.89241,                0.73825,                 0.6739,                0.49037,                0.91216,             2.1218e-05,             2.1218e-05,             2.1218e-05
                     86,                0.82441,                0.67022,                 1.0272,                0.91842,                0.78962,                 0.8927,                0.73965,                0.67166,                0.48901,                 0.9115,              2.004e-05,              2.004e-05,              2.004e-05
                     87,                0.84337,                0.70057,                 1.0229,                0.92195,                0.78854,                0.89317,                0.74177,                0.67005,                0.48933,                0.91131,             1.8862e-05,             1.8862e-05,             1.8862e-05
                     88,                0.83739,                0.68164,                 1.0296,                0.92697,                0.78814,                0.89336,                0.74352,                0.66886,                0.48788,                 0.9106,             1.7683e-05,             1.7683e-05,             1.7683e-05
                     89,                0.84723,                 0.6765,                 1.0053,                0.92757,                0.78636,                0.89342,                 0.7438,                0.66733,                0.48617,                0.90931,             1.6505e-05,             1.6505e-05,             1.6505e-05
                     90,                0.80654,                 0.6796,                 1.0313,                0.92158,                0.78876,                0.89376,                0.74497,                0.66654,                0.48365,                0.90849,             1.5327e-05,             1.5327e-05,             1.5327e-05
                     91,                 0.8909,                0.81038,                 1.0514,                0.92547,                0.79088,                0.89585,                0.74417,                0.66872,                0.48306,                0.90862,             1.4149e-05,             1.4149e-05,             1.4149e-05
                     92,                 0.9083,                0.81437,                 1.0406,                0.92513,                0.78714,                0.89726,                0.73907,                0.66899,                0.48478,                0.90901,             1.2971e-05,             1.2971e-05,             1.2971e-05
                     93,                0.84775,                0.70767,                 1.0212,                0.89815,                0.81039,                0.89631,                0.73994,                0.67027,                0.48469,                0.90929,             1.1793e-05,             1.1793e-05,             1.1793e-05
                     94,                 0.8607,                0.73171,                 1.0093,                0.89206,                0.81252,                0.89631,                0.73929,                0.67291,                 0.4859,                 0.9098,             1.0615e-05,             1.0615e-05,             1.0615e-05
                     95,                0.84667,                0.66664,                 1.0126,                 0.8867,                0.82042,                0.89562,                0.73976,                0.67538,                0.48748,                0.91067,             9.4367e-06,             9.4367e-06,             9.4367e-06
                     96,                 0.8507,                0.69035,                 1.0182,                0.88481,                0.82082,                0.89509,                0.74049,                0.67787,                0.48863,                0.91132,             8.2586e-06,             8.2586e-06,             8.2586e-06
                     97,                0.83269,                0.63818,                0.99629,                0.88641,                0.82087,                0.89539,                0.74199,                0.67858,                 0.4888,                0.91158,             7.0805e-06,             7.0805e-06,             7.0805e-06
                     98,                0.82786,                0.66938,                  1.007,                0.88655,                0.81798,                 0.8946,                0.73965,                0.67952,                0.48975,                0.91204,             5.9024e-06,             5.9024e-06,             5.9024e-06
                     99,                0.81144,                0.64996,                0.98807,                0.88889,                0.81676,                0.89429,                0.74189,                0.68063,                0.49097,                0.91231,             4.7243e-06,             4.7243e-06,             4.7243e-06
                    100,                0.86141,                0.68677,                 1.0183,                 0.8878,                0.82106,                0.89538,                0.74085,                 0.6815,                0.49256,                0.91273,             3.5462e-06,             3.5462e-06,             3.5462e-06
