                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     79,                0.73928,                0.60398,                0.97351,                0.91032,                0.86258,                0.91742,                0.77901,                0.64157,                0.46365,                0.88729,             2.8286e-05,             2.8286e-05,             2.8286e-05
                     80,                0.78263,                0.63356,                 1.0139,                0.91501,                0.85953,                0.91836,                0.77796,                0.64101,                0.46345,                0.88694,             2.7108e-05,             2.7108e-05,             2.7108e-05
                     81,                0.75552,                0.63454,                0.99716,                0.91349,                0.86169,                0.91846,                0.77935,                   0.64,                0.46128,                0.88625,              2.593e-05,              2.593e-05,              2.593e-05
                     82,                0.73515,                0.60112,                0.98491,                0.90925,                0.86224,                0.91773,                0.77928,                0.63863,                0.45949,                0.88573,             2.4752e-05,             2.4752e-05,             2.4752e-05
                     83,                0.72757,                0.59969,                0.98557,                0.91318,                0.85905,                0.91709,                0.77975,                0.63699,                0.45906,                0.88534,             2.3574e-05,             2.3574e-05,             2.3574e-05
                     84,                0.74321,                0.60414,                0.98346,                 0.9213,                0.85468,                0.91746,                0.77973,                0.63677,                0.45947,                0.88503,             2.2396e-05,             2.2396e-05,             2.2396e-05
                     85,                0.73651,                0.59158,                0.97596,                0.91193,                0.85987,                0.91667,                0.77839,                0.63564,                0.45898,                 0.8845,             2.1218e-05,             2.1218e-05,             2.1218e-05
                     86,                 0.7657,                0.60734,                 0.9902,                0.89656,                0.86842,                 0.9166,                0.78112,                0.63538,                0.45844,                0.88392,              2.004e-05,              2.004e-05,              2.004e-05
                     87,                 0.7783,                0.60951,                0.98584,                0.90036,                0.87258,                0.91839,                0.77983,                0.63493,                0.45667,                0.88395,             1.8862e-05,             1.8862e-05,             1.8862e-05
                     88,                0.76414,                0.62069,                0.99179,                 0.9213,                0.85776,                0.91867,                0.77834,                0.63313,                0.45589,                0.88339,             1.7683e-05,             1.7683e-05,             1.7683e-05
                     89,                0.73259,                0.57565,                0.97463,                0.92142,                0.85627,                 0.9188,                0.78019,                0.62935,                0.45492,                0.88227,             1.6505e-05,             1.6505e-05,             1.6505e-05
                     90,                0.72643,                0.59413,                0.99188,                0.90328,                0.86919,                0.91934,                0.78099,                0.62843,                 0.4551,                0.88219,             1.5327e-05,             1.5327e-05,             1.5327e-05
                     91,                0.80059,                 0.6582,                  0.986,                0.91837,                0.85441,                0.91858,                0.77675,                0.63641,                0.45894,                0.88401,             1.4149e-05,             1.4149e-05,             1.4149e-05
                     92,                0.82186,                0.66551,                0.99861,                0.92166,                0.85033,                0.91542,                0.77733,                0.64281,                0.46536,                 0.8863,             1.2971e-05,             1.2971e-05,             1.2971e-05
                     93,                0.78329,                0.63498,                0.97996,                0.91622,                0.85205,                 0.9139,                0.77472,                0.65115,                0.46972,                0.88969,             1.1793e-05,             1.1793e-05,             1.1793e-05
                     94,                0.83256,                0.64924,                0.99875,                0.91987,                0.85062,                0.91309,                0.77277,                0.65638,                0.47204,                0.89094,             1.0615e-05,             1.0615e-05,             1.0615e-05
                     95,                0.81136,                0.68037,                0.97535,                0.91959,                0.85138,                0.91295,                0.76578,                0.66591,                0.47853,                0.89374,             9.4367e-06,             9.4367e-06,             9.4367e-06
                     96,                0.78417,                 0.6255,                 0.9741,                 0.9155,                0.85032,                0.91147,                0.76469,                0.67047,                0.48164,                 0.8951,             8.2586e-06,             8.2586e-06,             8.2586e-06
                     97,                0.78393,                0.60976,                 0.9649,                0.91911,                 0.8427,                0.90952,                0.76565,                0.67361,                0.48429,                0.89637,             7.0805e-06,             7.0805e-06,             7.0805e-06
                     98,                0.80924,                0.62377,                0.98263,                0.91968,                0.84192,                0.90982,                 0.7629,                0.67519,                0.48571,                0.89687,             5.9024e-06,             5.9024e-06,             5.9024e-06
                     99,                0.77739,                0.60993,                0.96148,                0.91875,                0.84141,                0.91034,                0.76127,                0.67844,                 0.4879,                0.89792,             4.7243e-06,             4.7243e-06,             4.7243e-06
                    100,                0.78283,                0.61944,                0.98045,                0.92077,                0.83915,                0.90966,                0.76003,                0.67944,                0.48974,                0.89863,             3.5462e-06,             3.5462e-06,             3.5462e-06
