                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     85,                0.82502,                0.70554,                 1.0292,                0.90831,                0.80429,                0.88211,                0.74152,                0.71263,                0.52106,                0.92032,             2.1218e-05,             2.1218e-05,             2.1218e-05
                     86,                0.83323,                0.68838,                 1.0324,                0.91393,                0.80385,                0.88193,                0.74268,                 0.7082,                0.51974,                 0.9191,              2.004e-05,              2.004e-05,              2.004e-05
                     87,                0.79241,                0.67759,                 1.0205,                0.91735,                0.80074,                0.88085,                0.74335,                0.70756,                0.51871,                0.91835,             1.8862e-05,             1.8862e-05,             1.8862e-05
                     88,                0.84039,                0.69405,                 1.0409,                0.92144,                0.80477,                0.88397,                0.74581,                0.70721,                0.51892,                0.91786,             1.7683e-05,             1.7683e-05,             1.7683e-05
                     89,                0.83154,                0.68323,                 1.0093,                0.91598,                0.80793,                0.88432,                0.74698,                0.70602,                0.51849,                0.91779,             1.6505e-05,             1.6505e-05,             1.6505e-05
                     90,                0.86955,                0.71664,                  1.031,                0.91107,                0.80927,                0.88451,                0.74695,                0.70501,                0.51786,                0.91741,             1.5327e-05,             1.5327e-05,             1.5327e-05
                     91,                0.86731,                0.74178,                 1.0254,                 0.9043,                0.81211,                0.88317,                0.74285,                0.71095,                0.52599,                0.91851,             1.4149e-05,             1.4149e-05,             1.4149e-05
                     92,                0.89379,                0.76201,                 1.0124,                0.91051,                 0.8013,                 0.8834,                0.74114,                0.72168,                0.53698,                0.92073,             1.2971e-05,             1.2971e-05,             1.2971e-05
                     93,                0.87135,                0.76043,                 1.0194,                0.88983,                 0.8074,                0.87836,                 0.7368,                0.72771,                0.54525,                0.92234,             1.1793e-05,             1.1793e-05,             1.1793e-05
                     94,                0.85441,                 0.7217,                 1.0221,                0.88612,                0.81068,                0.87789,                0.73371,                0.73359,                0.55157,                0.92436,             1.0615e-05,             1.0615e-05,             1.0615e-05
                     95,                0.84395,                0.73602,                 1.0039,                0.86315,                0.82077,                0.87543,                0.73036,                0.73745,                0.55488,                0.92567,             9.4367e-06,             9.4367e-06,             9.4367e-06
                     96,                0.80975,                0.66264,                 1.0052,                0.85894,                0.82407,                0.87491,                 0.7319,                0.73883,                0.55461,                0.92576,             8.2586e-06,             8.2586e-06,             8.2586e-06
                     97,                0.79691,                0.63935,                0.99198,                0.85114,                0.82707,                0.87548,                0.73059,                0.73923,                0.55374,                0.92574,             7.0805e-06,             7.0805e-06,             7.0805e-06
                     98,                0.82745,                0.69418,                 1.0076,                0.84128,                0.82784,                0.87393,                0.72567,                0.74145,                0.55418,                0.92614,             5.9024e-06,             5.9024e-06,             5.9024e-06
                     99,                0.83867,                0.68589,                 1.0122,                0.83209,                0.83023,                0.87252,                0.72648,                0.74171,                0.55493,                0.92621,             4.7243e-06,             4.7243e-06,             4.7243e-06
                    100,                0.84229,                0.74095,                 1.0208,                0.82502,                0.83208,                0.87099,                0.72348,                 0.7459,                0.55897,                0.92734,             3.5462e-06,             3.5462e-06,             3.5462e-06
