                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     43,                0.90461,                0.81329,                 1.0758,                0.83355,                0.78126,                0.85022,                0.68243,                0.81028,                0.61128,                0.98475,             7.0698e-05,             7.0698e-05,             7.0698e-05
                     44,                0.92076,                0.79606,                 1.0703,                0.82214,                0.79042,                0.85569,                0.69026,                0.80462,                0.60202,                0.98067,              6.952e-05,              6.952e-05,              6.952e-05
                     45,                0.92776,                0.77738,                 1.0454,                0.88103,                0.75523,                0.85676,                0.69296,                0.79881,                0.59456,                0.97508,             6.8342e-05,             6.8342e-05,             6.8342e-05
                     46,                0.94748,                0.83589,                 1.0682,                0.90102,                0.75016,                0.85627,                0.69731,                0.80337,                0.59835,                0.97488,             6.7164e-05,             6.7164e-05,             6.7164e-05
                     47,                0.96968,                0.84949,                 1.0794,                0.89288,                 0.7594,                0.85801,                0.69688,                0.79898,                0.59356,                 0.9722,             6.5986e-05,             6.5986e-05,             6.5986e-05
                     48,                0.94188,                 0.7814,                 1.0663,                  0.879,                0.76485,                0.85787,                0.69777,                0.79086,                0.58133,                0.96927,             6.4807e-05,             6.4807e-05,             6.4807e-05
                     49,                0.89314,                0.76584,                 1.0824,                0.87686,                0.76657,                0.86044,                0.70416,                0.78049,                0.57129,                0.96383,             6.3629e-05,             6.3629e-05,             6.3629e-05
                     50,                0.97586,                0.81028,                 1.0817,                0.87852,                0.77899,                0.86253,                0.70715,                0.77273,                0.56686,                0.96001,             6.2451e-05,             6.2451e-05,             6.2451e-05
                     51,                0.89888,                0.76838,                 1.0521,                0.82866,                0.81522,                0.86518,                0.71113,                0.76707,                0.55764,                0.95807,             6.1273e-05,             6.1273e-05,             6.1273e-05
                     52,                  0.892,                0.75552,                 1.0462,                0.83751,                0.81916,                0.86638,                 0.7113,                0.77681,                0.55943,                0.96015,             6.0095e-05,             6.0095e-05,             6.0095e-05
                     53,                0.92776,                0.78156,                 1.0751,                 0.8328,                0.82623,                0.86697,                0.70949,                0.77131,                0.55384,                0.95707,             5.8917e-05,             5.8917e-05,             5.8917e-05
                     54,                0.88178,                0.75998,                 1.0431,                0.86343,                0.80936,                0.86787,                0.71129,                0.75806,                0.54669,                0.95113,             5.7739e-05,             5.7739e-05,             5.7739e-05
                     55,                0.86991,                0.73649,                 1.0466,                0.87737,                0.80807,                0.87125,                0.71255,                0.74943,                0.53895,                0.94657,             5.6561e-05,             5.6561e-05,             5.6561e-05
                     56,                0.88144,                0.76098,                 1.0747,                0.88861,                 0.7974,                 0.8726,                0.71101,                 0.7448,                0.53689,                0.94469,             5.5383e-05,             5.5383e-05,             5.5383e-05
                     57,                0.87758,                0.73983,                 1.0461,                0.88863,                0.79795,                0.87529,                0.71468,                0.74293,                0.53343,                0.94485,             5.4204e-05,             5.4204e-05,             5.4204e-05
                     58,                0.97988,                0.77178,                 1.0664,                0.89103,                0.79492,                0.87307,                0.71342,                 0.7498,                0.53438,                0.94658,             5.3026e-05,             5.3026e-05,             5.3026e-05
                     59,                0.90799,                0.77415,                 1.0694,                0.89815,                0.78713,                0.87137,                0.71392,                0.75469,                0.53535,                0.94769,             5.1848e-05,             5.1848e-05,             5.1848e-05
                     60,                0.88457,                0.73231,                 1.0347,                0.90047,                0.78451,                0.87504,                0.71432,                0.75111,                0.53396,                0.94632,              5.067e-05,              5.067e-05,              5.067e-05
                     61,                0.92021,                0.79092,                 1.0927,                0.91233,                0.77722,                0.87423,                0.71631,                0.74902,                0.52901,                0.94431,             4.9492e-05,             4.9492e-05,             4.9492e-05
                     62,                 0.9153,                  0.742,                 1.0572,                0.91146,                0.77504,                0.87016,                0.71802,                0.74872,                0.52773,                0.94383,             4.8314e-05,             4.8314e-05,             4.8314e-05
                     63,                0.92884,                0.75573,                 1.0664,                0.90834,                 0.7774,                 0.8711,                0.71665,                0.74587,                0.52599,                0.94367,             4.7136e-05,             4.7136e-05,             4.7136e-05
                     64,                0.87288,                 0.7244,                 1.0431,                0.89704,                0.78781,                0.87264,                  0.724,                0.74322,                0.52427,                0.94322,             4.5958e-05,             4.5958e-05,             4.5958e-05
                     65,                0.88479,                0.71806,                 1.0424,                  0.889,                 0.7976,                0.87525,                 0.7264,                0.73672,                 0.5231,                0.93976,              4.478e-05,              4.478e-05,              4.478e-05
                     66,                 0.8606,                0.71146,                 1.0417,                0.87502,                0.80481,                0.87614,                0.72975,                0.73226,                0.51947,                0.93813,             4.3602e-05,             4.3602e-05,             4.3602e-05
                     67,                0.85624,                0.69937,                 1.0367,                 0.8777,                0.80756,                0.87624,                0.73065,                0.72636,                0.51534,                 0.9362,             4.2423e-05,             4.2423e-05,             4.2423e-05
                     68,                0.85587,                0.69724,                 1.0454,                0.86955,                0.82463,                0.87941,                 0.7327,                0.72378,                0.51001,                0.93489,             4.1245e-05,             4.1245e-05,             4.1245e-05
                     69,                0.81827,                 0.6708,                 1.0194,                0.88021,                0.81779,                0.87826,                0.72789,                0.71972,                0.50657,                0.93228,             4.0067e-05,             4.0067e-05,             4.0067e-05
                     70,                0.86107,                0.69817,                 1.0122,                0.90054,                0.80078,                0.87737,                0.73069,                0.71761,                0.50385,                0.93029,             3.8889e-05,             3.8889e-05,             3.8889e-05
                     71,                0.86764,                0.74277,                 1.0735,                0.89504,                 0.8034,                0.87687,                0.72986,                0.71652,                0.50317,                0.92851,             3.7711e-05,             3.7711e-05,             3.7711e-05
                     72,                0.82147,                 0.6824,                 1.0235,                  0.897,                0.80146,                0.87762,                0.73293,                0.71603,                0.50149,                0.92719,             3.6533e-05,             3.6533e-05,             3.6533e-05
                     73,                0.85712,                0.68815,                 1.0275,                0.90901,                0.79501,                0.87787,                0.73289,                0.71132,                0.49805,                0.92469,             3.5355e-05,             3.5355e-05,             3.5355e-05
                     74,                0.85789,                0.68705,                 1.0356,                0.90964,                0.79684,                0.87834,                0.73538,                0.70232,                0.49383,                 0.9216,             3.4177e-05,             3.4177e-05,             3.4177e-05
                     75,                0.86206,                0.70416,                 1.0384,                0.90326,                0.80378,                0.88063,                0.73781,                0.69479,                0.49222,                0.91946,             3.2999e-05,             3.2999e-05,             3.2999e-05
                     76,                0.81989,                0.67946,                 1.0225,                0.87809,                0.81427,                0.87995,                0.73964,                0.69079,                0.48938,                0.91767,             3.1821e-05,             3.1821e-05,             3.1821e-05
                     77,                 0.8494,                0.70873,                 1.0442,                0.87505,                 0.8223,                0.88079,                0.74134,                0.69049,                0.48948,                0.91663,             3.0643e-05,             3.0643e-05,             3.0643e-05
                     78,                0.84357,                0.70179,                 1.0278,                0.85787,                0.83561,                 0.8827,                0.74146,                0.68701,                0.48708,                0.91609,             2.9464e-05,             2.9464e-05,             2.9464e-05
                     79,                 0.8359,                0.68201,                 1.0242,                0.90431,                0.80587,                0.88148,                0.74231,                0.68549,                0.48554,                0.91567,             2.8286e-05,             2.8286e-05,             2.8286e-05
                     80,                0.77465,                0.67011,                 1.0108,                0.91052,                0.80479,                0.88233,                0.74189,                0.68672,                0.48469,                0.91604,             2.7108e-05,             2.7108e-05,             2.7108e-05
                     81,                0.84205,                0.70171,                 1.0273,                0.87734,                0.81983,                0.88206,                0.74038,                0.68849,                0.48526,                0.91641,              2.593e-05,              2.593e-05,              2.593e-05
                     82,                0.83722,                0.67992,                 1.0338,                0.87708,                 0.8196,                 0.8836,                 0.7408,                0.68838,                0.48406,                0.91577,             2.4752e-05,             2.4752e-05,             2.4752e-05
                     83,                 0.8236,                0.68205,                 1.0222,                0.91387,                0.79926,                0.88388,                  0.743,                0.68721,                 0.4829,                0.91501,             2.3574e-05,             2.3574e-05,             2.3574e-05
                     84,                0.80494,                0.70196,                 1.0363,                 0.9019,                0.80884,                0.88438,                0.74484,                0.68452,                0.48205,                0.91404,             2.2396e-05,             2.2396e-05,             2.2396e-05
                     85,                0.83651,                0.69618,                 1.0225,                0.89683,                0.81184,                0.88415,                0.74623,                0.68227,                0.48292,                0.91342,             2.1218e-05,             2.1218e-05,             2.1218e-05
                     86,                0.82075,                0.66139,                  1.022,                0.90112,                0.80876,                0.88448,                0.74688,                 0.6815,                0.48204,                0.91326,              2.004e-05,              2.004e-05,              2.004e-05
                     87,                0.84259,                0.69354,                 1.0231,                0.90117,                0.80855,                0.88554,                0.74769,                0.67951,                0.48213,                0.91254,             1.8862e-05,             1.8862e-05,             1.8862e-05
                     88,                0.83256,                0.67222,                 1.0213,                0.90393,                0.81309,                0.88698,                0.74823,                0.67742,                0.48214,                0.91205,             1.7683e-05,             1.7683e-05,             1.7683e-05
                     89,                0.83976,                0.66478,                  1.007,                0.90683,                0.80953,                0.88657,                0.74717,                0.67593,                0.48055,                0.91116,             1.6505e-05,             1.6505e-05,             1.6505e-05
                     90,                0.79634,                0.67922,                 1.0266,                0.89992,                0.81161,                0.88564,                0.74563,                  0.678,                0.47976,                0.91097,             1.5327e-05,             1.5327e-05,             1.5327e-05
                     91,                0.84841,                0.76323,                 1.0316,                 0.9018,                0.81255,                0.88481,                0.74555,                0.68075,                0.47925,                0.91194,             1.4149e-05,             1.4149e-05,             1.4149e-05
                     92,                0.88172,                 0.7583,                   1.03,                0.90307,                 0.8085,                0.88594,                0.74383,                0.68393,                0.47845,                0.91239,             1.2971e-05,             1.2971e-05,             1.2971e-05
                     93,                0.82049,                0.68304,                 1.0104,                0.89619,                0.80928,                0.88311,                0.74142,                0.68615,                0.47994,                0.91309,             1.1793e-05,             1.1793e-05,             1.1793e-05
                     94,                0.85597,                0.72039,                 1.0134,                0.89568,                0.80591,                0.88333,                0.74074,                0.69058,                0.48261,                0.91346,             1.0615e-05,             1.0615e-05,             1.0615e-05
                     95,                  0.826,                0.62552,                  1.002,                0.89915,                0.80347,                0.88249,                0.73628,                0.69079,                0.48431,                0.91392,             9.4367e-06,             9.4367e-06,             9.4367e-06
                     96,                 0.8188,                0.66705,                  1.005,                0.90287,                0.80318,                0.88139,                0.73674,                0.69243,                 0.4867,                0.91499,             8.2586e-06,             8.2586e-06,             8.2586e-06
                     97,                0.81436,                0.62513,                0.98574,                0.90574,                0.80367,                0.88314,                0.73704,                0.69309,                 0.4867,                0.91515,             7.0805e-06,             7.0805e-06,             7.0805e-06
                     98,                0.83051,                0.64519,                  1.006,                 0.9058,                0.80322,                  0.883,                0.73577,                0.69417,                0.48833,                 0.9155,             5.9024e-06,             5.9024e-06,             5.9024e-06
                     99,                0.80157,                0.63094,                0.97967,                0.90526,                0.80374,                 0.8826,                0.73554,                0.69399,                0.48867,                0.91514,             4.7243e-06,             4.7243e-06,             4.7243e-06
                    100,                0.86426,                0.67449,                 1.0226,                0.90845,                0.79919,                0.88102,                 0.7368,                0.69506,                0.48958,                 0.9154,             3.5462e-06,             3.5462e-06,             3.5462e-06
