                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     50,                 1.0014,                0.83131,                 1.0968,                0.84904,                0.78149,                0.85423,                0.68074,                 0.7959,                0.58511,                0.97364,             6.2451e-05,             6.2451e-05,             6.2451e-05
                     51,                0.91313,                0.77777,                 1.0601,                0.84858,                0.78259,                0.85551,                0.68443,                0.79295,                0.59187,                0.97213,             6.1273e-05,             6.1273e-05,             6.1273e-05
                     52,                0.91766,                0.79799,                 1.0575,                0.85036,                0.78655,                0.85516,                0.68637,                0.79396,                0.59034,                0.97254,             6.0095e-05,             6.0095e-05,             6.0095e-05
                     53,                0.94146,                0.81378,                 1.0844,                0.85407,                0.79673,                0.86627,                0.69675,                0.78516,                0.58489,                0.96862,             5.8917e-05,             5.8917e-05,             5.8917e-05
                     54,                0.90347,                0.79691,                 1.0577,                0.82131,                0.82809,                0.86749,                0.69738,                0.77614,                0.57743,                 0.9639,             5.7739e-05,             5.7739e-05,             5.7739e-05
                     55,                0.88166,                0.76708,                  1.063,                0.84354,                0.81907,                0.87011,                0.70225,                0.76554,                0.56844,                0.95771,             5.6561e-05,             5.6561e-05,             5.6561e-05
                     56,                0.89429,                0.79432,                 1.0951,                 0.8804,                0.79267,                 0.8737,                0.70496,                0.76151,                0.56026,                0.95548,             5.5383e-05,             5.5383e-05,             5.5383e-05
                     57,                 0.8797,                0.75666,                 1.0506,                0.88786,                0.79375,                 0.8763,                0.70985,                0.75908,                0.55674,                0.95413,             5.4204e-05,             5.4204e-05,             5.4204e-05
                     58,                0.98056,                0.78172,                 1.0738,                0.89244,                0.79684,                0.88026,                0.71181,                 0.7556,                0.55151,                0.95259,             5.3026e-05,             5.3026e-05,             5.3026e-05
                     59,                0.91024,                0.79225,                 1.0833,                0.88387,                0.80124,                0.88318,                0.71171,                0.75235,                0.55324,                0.95212,             5.1848e-05,             5.1848e-05,             5.1848e-05
                     60,                0.89284,                  0.762,                  1.043,                0.86742,                0.81064,                0.88271,                0.71377,                 0.7493,                0.55334,                 0.9522,              5.067e-05,              5.067e-05,              5.067e-05
                     61,                 0.9183,                0.80259,                 1.0957,                0.87676,                0.81016,                0.88478,                0.71646,                0.74558,                0.54725,                0.94987,             4.9492e-05,             4.9492e-05,             4.9492e-05
                     62,                 0.9024,                0.75568,                 1.0587,                0.88243,                0.80711,                0.88425,                0.71359,                0.74577,                0.54217,                 0.9482,             4.8314e-05,             4.8314e-05,             4.8314e-05
                     63,                 0.9613,                0.78789,                 1.0831,                0.88627,                 0.8091,                0.88543,                0.71492,                 0.7427,                0.53992,                0.94671,             4.7136e-05,             4.7136e-05,             4.7136e-05
                     64,                0.87189,                 0.7391,                 1.0463,                0.85096,                0.83101,                0.88571,                 0.7165,                0.73935,                0.54022,                0.94569,             4.5958e-05,             4.5958e-05,             4.5958e-05
                     65,                0.89144,                0.73453,                 1.0528,                0.89674,                 0.7977,                0.88673,                0.71556,                 0.7409,                0.54149,                0.94522,              4.478e-05,              4.478e-05,              4.478e-05
                     66,                0.85574,                 0.7166,                 1.0465,                0.88763,                0.81055,                0.88656,                 0.7145,                0.74322,                0.54149,                0.94459,             4.3602e-05,             4.3602e-05,             4.3602e-05
                     67,                0.88565,                0.72395,                 1.0496,                0.86292,                0.83933,                0.88493,                0.71586,                0.74054,                0.53863,                0.94277,             4.2423e-05,             4.2423e-05,             4.2423e-05
                     68,                0.87025,                0.72455,                 1.0612,                0.86946,                0.83653,                0.88658,                0.72154,                0.73456,                0.52886,                0.94005,             4.1245e-05,             4.1245e-05,             4.1245e-05
                     69,                0.81876,                0.67845,                 1.0247,                0.89204,                0.81589,                0.88628,                0.72045,                0.72575,                0.52568,                0.93653,             4.0067e-05,             4.0067e-05,             4.0067e-05
                     70,                0.86213,                0.71444,                 1.0178,                0.89096,                0.81201,                0.88453,                0.71735,                0.72481,                0.52458,                0.93621,             3.8889e-05,             3.8889e-05,             3.8889e-05
                     71,                 0.8646,                0.75875,                 1.0708,                0.89693,                0.80858,                0.88667,                  0.721,                0.72438,                0.51979,                0.93551,             3.7711e-05,             3.7711e-05,             3.7711e-05
                     72,                0.83175,                0.69892,                 1.0317,                0.88808,                 0.8112,                0.88606,                0.71974,                0.71814,                0.51599,                0.93295,             3.6533e-05,             3.6533e-05,             3.6533e-05
                     73,                0.86857,                0.71289,                 1.0341,                0.87305,                0.82132,                 0.8867,                0.72521,                0.71517,                0.51412,                0.93197,             3.5355e-05,             3.5355e-05,             3.5355e-05
