                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     69,                0.84413,                0.67917,                 1.0375,                0.89279,                0.78081,                0.87376,                0.71642,                0.74621,                0.52933,                0.94962,             4.0067e-05,             4.0067e-05,             4.0067e-05
                     70,                0.89692,                0.71115,                 1.0285,                0.88823,                0.78017,                0.87129,                0.71534,                0.75037,                0.52747,                0.95122,             3.8889e-05,             3.8889e-05,             3.8889e-05
                     71,                0.89477,                0.74306,                 1.0853,                0.89629,                0.77113,                0.86996,                0.71455,                0.75316,                0.52852,                0.95259,             3.7711e-05,             3.7711e-05,             3.7711e-05
                     72,                0.84467,                0.70686,                 1.0398,                0.87941,                0.77822,                0.87191,                0.71885,                0.74713,                0.52256,                0.95086,             3.6533e-05,             3.6533e-05,             3.6533e-05
                     73,                0.87761,                0.71014,                 1.0409,                0.88469,                0.77935,                 0.8728,                0.71832,                0.74157,                0.51814,                0.94907,             3.5355e-05,             3.5355e-05,             3.5355e-05
                     74,                0.87823,                0.70413,                 1.0459,                0.89748,                0.77897,                0.87549,                0.72127,                0.73594,                0.51534,                0.94663,             3.4177e-05,             3.4177e-05,             3.4177e-05
                     75,                0.86657,                 0.7157,                 1.0402,                0.88567,                0.78948,                0.87507,                0.72062,                0.72872,                0.51469,                0.94292,             3.2999e-05,             3.2999e-05,             3.2999e-05
                     76,                0.85319,                0.69216,                 1.0415,                0.88262,                0.78911,                  0.875,                0.72231,                 0.7227,                0.51443,                 0.9399,             3.1821e-05,             3.1821e-05,             3.1821e-05
                     77,                0.87236,                0.72302,                 1.0636,                0.90412,                0.78771,                 0.8755,                0.72289,                0.71878,                0.51197,                0.93722,             3.0643e-05,             3.0643e-05,             3.0643e-05
                     78,                0.88592,                0.72495,                 1.0505,                0.90922,                0.78079,                0.87508,                0.72136,                 0.7154,                0.51141,                0.93564,             2.9464e-05,             2.9464e-05,             2.9464e-05
                     79,                0.85833,                0.69589,                 1.0403,                0.82784,                0.83068,                0.87652,                0.71901,                0.71466,                0.50913,                0.93437,             2.8286e-05,             2.8286e-05,             2.8286e-05
                     80,                0.82004,                0.69582,                 1.0371,                0.83224,                0.82605,                0.87696,                 0.7246,                0.71336,                0.50508,                0.93339,             2.7108e-05,             2.7108e-05,             2.7108e-05
                     81,                0.86646,                0.70596,                 1.0421,                0.85734,                0.82082,                0.87777,                0.72328,                0.71077,                0.50166,                 0.9333,              2.593e-05,              2.593e-05,              2.593e-05
                     82,                0.86409,                0.68884,                 1.0466,                0.83796,                0.83008,                0.87839,                0.72507,                0.71004,                0.49957,                0.93269,             2.4752e-05,             2.4752e-05,             2.4752e-05
                     83,                0.83651,                 0.6891,                 1.0328,                0.90587,                0.78745,                0.88054,                0.72613,                0.70931,                 0.4991,                0.93134,             2.3574e-05,             2.3574e-05,             2.3574e-05
                     84,                0.84512,                0.72064,                 1.0563,                0.84704,                0.82778,                0.88035,                0.72634,                0.70671,                0.49823,                0.92966,             2.2396e-05,             2.2396e-05,             2.2396e-05
                     85,                0.85872,                0.71311,                 1.0375,                0.86088,                0.82328,                0.88101,                0.72906,                0.70447,                0.49811,                0.92938,             2.1218e-05,             2.1218e-05,             2.1218e-05
                     86,                0.85018,                0.67982,                 1.0388,                0.87496,                0.81909,                0.88006,                0.72775,                0.69948,                0.49843,                0.92801,              2.004e-05,              2.004e-05,              2.004e-05
                     87,                0.87202,                0.71282,                 1.0427,                  0.889,                0.81544,                0.88103,                0.73006,                0.69908,                0.49928,                 0.9281,             1.8862e-05,             1.8862e-05,             1.8862e-05
                     88,                0.85376,                0.68971,                  1.032,                0.89602,                0.81119,                0.88122,                0.72935,                0.69917,                  0.499,                0.92819,             1.7683e-05,             1.7683e-05,             1.7683e-05
                     89,                0.86596,                0.69014,                 1.0177,                0.88145,                0.81656,                0.88076,                0.73172,                0.70016,                0.49751,                0.92828,             1.6505e-05,             1.6505e-05,             1.6505e-05
                     90,                0.82542,                0.68946,                 1.0412,                0.87636,                0.82265,                0.88051,                0.73223,                0.70084,                0.49581,                0.92787,             1.5327e-05,             1.5327e-05,             1.5327e-05
                     91,                0.89596,                0.78615,                 1.0641,                 0.8602,                0.82629,                0.88063,                0.73085,                0.70299,                0.49612,                0.92843,             1.4149e-05,             1.4149e-05,             1.4149e-05
                     92,                0.90602,                0.81781,                 1.0464,                0.86033,                0.82693,                0.88101,                0.72561,                0.70577,                0.49555,                 0.9293,             1.2971e-05,             1.2971e-05,             1.2971e-05
                     93,                0.87357,                 0.7023,                 1.0332,                0.86542,                0.82485,                0.88171,                0.72663,                0.70709,                0.49592,                 0.9294,             1.1793e-05,             1.1793e-05,             1.1793e-05
                     94,                0.91232,                0.75699,                 1.0444,                0.85551,                0.82896,                0.88232,                0.72789,                0.71139,                0.49798,                 0.9304,             1.0615e-05,             1.0615e-05,             1.0615e-05
                     95,                 0.8627,                0.66165,                 1.0259,                0.87892,                0.80062,                0.88151,                0.72443,                0.71493,                 0.5008,                0.93189,             9.4367e-06,             9.4367e-06,             9.4367e-06
                     96,                0.87452,                0.69619,                 1.0461,                0.88369,                0.80071,                0.88168,                0.72379,                0.71636,                0.50199,                0.93319,             8.2586e-06,             8.2586e-06,             8.2586e-06
                     97,                0.84464,                0.64819,                 1.0016,                0.88275,                 0.8026,                0.88176,                0.72443,                0.71703,                0.50312,                0.93313,             7.0805e-06,             7.0805e-06,             7.0805e-06
                     98,                0.86806,                0.67355,                 1.0294,                0.88269,                0.80131,                0.88125,                0.72353,                 0.7159,                0.50418,                0.93312,             5.9024e-06,             5.9024e-06,             5.9024e-06
                     99,                0.83723,                0.66481,                 1.0033,                0.88787,                0.80036,                0.88076,                0.72206,                0.71823,                0.50566,                 0.9337,             4.7243e-06,             4.7243e-06,             4.7243e-06
                    100,                0.87754,                0.70478,                 1.0272,                0.88947,                0.80222,                0.87948,                0.72395,                0.71846,                0.50688,                0.93404,             3.5462e-06,             3.5462e-06,             3.5462e-06
